iter	RMSE
139	0.2764988303
140	0.2752152461
141	0.274156969
142	0.2724316292
143	0.270388632
144	0.2698208569
145	0.2680546326
146	0.2675444416
147	0.2655806651
148	0.2640278753
149	0.2630375425
150	0.2615648023
151	0.2600969505
152	0.2583799464
153	0.2569908401
154	0.2550997803
155	0.2531288383
156	0.2515058741
157	0.2501501844
158	0.2484924396
159	0.2467544893
160	0.2460954341
161	0.2446597671
162	0.2430243786
163	0.2418820011
164	0.2410611095
165	0.2406352851
166	0.2397126795
167	0.2380453526
168	0.2376331586
169	0.2363095858
170	0.2353079951
171	0.2341771336
172	0.232786315
173	0.2320037537
174	0.2306700413
175	0.229860776
176	0.229234101
177	0.2285701985
178	0.2272903298
179	0.2262330635
180	0.2244360992
181	0.2238493619
182	0.2228951745
183	0.2211457575
184	0.2203023097
185	0.2196415241
186	0.2191435877
187	0.2177570993
188	0.2170250968
189	0.2165532663
190	0.2153834393
191	0.2145597238
192	0.2132000079
193	0.2119243315
194	0.2104139065
195	0.2096540407
196	0.2088420515
197	0.2080263921
198	0.2070254921
199	0.2057369944
200	0.2051481411
201	0.2047106932
202	0.203838849
203	0.2025891175
204	0.2012363362
205	0.2000892222
206	0.1991805104
207	0.1982563327
208	0.1978680846
209	0.1969050475
210	0.195533173
211	0.1942636099
212	0.1930333904
213	0.1926172716
214	0.1919976251
215	0.1913909893
216	0.1903510457
217	0.1899414709
218	0.1885067667
219	0.1873660482
220	0.1869402166
221	0.1866050202
222	0.1853014046
223	0.1839638426
224	0.1826976672
225	0.1816603945
226	0.181071536
227	0.1806348293
228	0.1797160129
229	0.178644926
230	0.1781221982
231	0.1769860367
232	0.1765898451
233	0.1757050467
234	0.1749129895
235	0.1743170748
236	0.1739394708
237	0.1736542884
238	0.1732490277
239	0.1720925328
240	0.1716998166
241	0.1712036399
242	0.1709342203
243	0.1705536132
244	0.1694135563
245	0.1690840587
246	0.1681344151
247	0.1676249591
248	0.1668066835
249	0.1660251464
250	0.1650384531
251	0.1642102511
252	0.1629722726
253	0.1627329801
254	0.1623945779
255	0.1621610095
256	0.1617714282
257	0.1614592201
258	0.1606432768
259	0.1601854708
260	0.1597705783
261	0.159187265
262	0.1584516142
263	0.1574782653
264	0.1566424459
265	0.1562156409
266	0.1552314147
267	0.1544036321
268	0.1536863
269	0.1527416892
270	0.1524146345
271	0.1519304321
272	0.1510895133
273	0.150643943
274	0.1504520768
275	0.1495701531
276	0.1490973524
277	0.1486333497
278	0.1480363071
279	0.1475765081
280	0.1473956699
281	0.1472171048
282	0.1463666715
283	0.1456108644
284	0.1454381216
285	0.1446568196
286	0.1444666058
287	0.1437101605
288	0.1430198818
289	0.142650124
290	0.1422233645
291	0.1418447431
292	0.1416038887
293	0.141233888
294	0.141060508
295	0.1406985262
296	0.1400499062
297	0.1393536549
298	0.1392063788
299	0.1385967302
300	0.1377689255
301	0.1376263307
302	0.1370097931
303	0.1363601962
304	0.1355907726
305	0.1350255002
306	0.1346728051
307	0.1345385103
308	0.1339335976
309	0.1333509809
310	0.1327821857
311	0.1320148423
312	0.1314509741
313	0.1309068457
314	0.130091812
315	0.1296173812
316	0.1293048608
317	0.1285433268
318	0.1278745294
319	0.1274554465
320	0.1270464349
321	0.1265619701
322	0.1262728254
323	0.1257849757
324	0.1256578898
325	0.1252681465
326	0.1248041083
327	0.1244308656
328	0.1241632545
329	0.1240436133
330	0.1236034332
331	0.1234868067
332	0.1233716896
333	0.1229370512
334	0.1225871377
335	0.1222463716
336	0.1220007393
337	0.121825213
338	0.1217182437
339	0.1216126632
340	0.1208005972
341	0.1200093665
342	0.1199050208
343	0.1198020275
344	0.1197003699
345	0.1189292775
346	0.1187116605
347	0.1182774686
348	0.1175308214
349	0.1174321666
350	0.1173347913
351	0.1172386797
352	0.1165111153
353	0.1164161694
354	0.1158871794
355	0.1157944021
356	0.115089054
357	0.1149974002
358	0.1149069376
359	0.1142197678
360	0.1141303972
361	0.1140421889
362	0.1137380641
363	0.1132393234
364	0.1125773496
365	0.112278949
366	0.1119853003
367	0.1113415577
368	0.110971175
369	0.1106070262
370	0.1102286838
371	0.1101468699
372	0.1100661229
373	0.109709686
374	0.1094247538
375	0.1088017794
376	0.1084526334
377	0.1078338963
378	0.1077565503
379	0.1074141319
380	0.1071451511
381	0.1069563594
382	0.106501715
383	0.1059199954
384	0.1053388642
385	0.1050054311
386	0.1044395249
387	0.1041118818
388	0.1037897895
389	0.1033360714
390	0.103265449
391	0.1030258942
392	0.1028534766
393	0.1023746854
394	0.1018450532
395	0.1015308779
396	0.1012220394
397	0.1007952838
398	0.1004912381
399	0.1001923689
400	0.09989687662
401	0.09967714041
402	0.09942895805
403	0.09921633679
404	0.09900339988
405	0.0987997093
406	0.09842555359
407	0.09827769785
408	0.09808188108
409	0.09784756773
410	0.09769593269
411	0.09736038156
412	0.09721208433
413	0.0969868541
414	0.09684255046
415	0.09662402964
416	0.09648360828
417	0.09613060874
418	0.0959933037
419	0.0957821259
420	0.09564851092
421	0.09533583742
422	0.09513147307
423	0.09478984259
424	0.09459050878
425	0.09451992629
426	0.09432634132
427	0.09414076389
428	0.09387054987
429	0.09368543405
430	0.09335347172
431	0.09273012527
432	0.09212019995
433	0.09200014367
434	0.0917794218
435	0.091458541
436	0.09086466148
437	0.09028363317
438	0.08971520085
439	0.08934350059
440	0.08921413791
441	0.08885178645
442	0.08846093458
443	0.08815620971
444	0.08803052079
445	0.08773086927
446	0.08738467039
447	0.08727550733
448	0.08690044614
449	0.08661062332
450	0.08648959846
451	0.08612088809
452	0.08595750572
453	0.08559361281
454	0.08547678331
455	0.08531843354
456	0.08511786222
457	0.08483642011
458	0.08430194373
459	0.08377927495
460	0.08366299069
461	0.08359448527
462	0.08309651887
463	0.08302908687
464	0.08291746093
465	0.08243320141
466	0.08236786675
467	0.08209989969
468	0.08159610365
469	0.08111123759
470	0.08104734409
471	0.08074104695
472	0.08022037066
473	0.0797094128
474	0.07932610813
475	0.07908417383
476	0.07870805363
477	0.07821471819
478	0.07797762086
479	0.07757982286
480	0.07711332909
481	0.07679915054
482	0.07634375022
483	0.07589909125
484	0.07561364821
485	0.07526494256
486	0.07480062247
487	0.07450023479
488	0.07406686315
489	0.07394554508
490	0.07367254693
491	0.07322425898
492	0.07278444245
493	0.07249274864
494	0.07226784438
495	0.07204903243
496	0.07176735013
497	0.07135843845
498	0.0709354908
499	0.07057204911
500	0.07035459758
501	0.07007947079
502	0.0696854154
503	0.06927166897
504	0.0688651598
505	0.0685993061
506	0.06819662493
507	0.06780119904
508	0.06746077995
509	0.0668946846
510	0.06656876688
511	0.06624915636
512	0.06584304662
513	0.06553169628
514	0.06499941851
515	0.06474234444
516	0.0644412588
517	0.06423998365
518	0.06391455792
519	0.06372971096
520	0.0634824729
521	0.06335231869
522	0.0630642703
523	0.0629530415
524	0.0628238441
525	0.06269531007
526	0.0625044249
527	0.06222281217
528	0.06211501197
529	0.06192279339
530	0.06184468581
531	0.06161389471
532	0.06153666313
533	0.06126910842
534	0.06095328388
535	0.06068178184
536	0.06057964219
537	0.06027122655
538	0.05997762838
539	0.05972117815
540	0.05959623509
541	0.05934015328
542	0.05916589921
543	0.05904273336
544	0.0589211524
545	0.05862093394
546	0.0585010424
547	0.05832855807
548	0.05820975652
549	0.05809247416
550	0.05792200171
551	0.0576723939
552	0.05755618853
553	0.0574575744
554	0.05734239672
555	0.0572273093
556	0.05711369137
557	0.05686931627
558	0.05677341308
559	0.05667934761
560	0.05644040567
561	0.05632734705
562	0.05608745917
563	0.05597642125
564	0.05586679869
565	0.05575857293
566	0.05566538383
567	0.05555831343
568	0.05549723446
569	0.05526658549
570	0.0551613018
571	0.05497616076
572	0.05487177273
573	0.05469024699
574	0.05458675014
575	0.05436532667
576	0.05418734718
577	0.05408526517
578	0.05398448162
579	0.05380954989
580	0.05370963128
581	0.05349703966
582	0.05333902896
583	0.05324052027
584	0.05300077187
585	0.05290349298
586	0.05273361252
587	0.05263717121
588	0.05254195633
589	0.05237498504
590	0.05207876693
591	0.05184634188
592	0.05163232527
593	0.05133375765
594	0.05112599737
595	0.05103272747
596	0.05094065684
597	0.05071939919
598	0.05051786035
599	0.05038816933
600	0.05017315323
601	0.05010985287
602	0.0499148992
603	0.04978795071
604	0.0495781189
605	0.04951629452
606	0.04945534851
607	0.04925273289
608	0.04912745934
609	0.04904809559
610	0.04888756707
611	0.04882880948
612	0.04877088948
613	0.04864676
614	0.04857078587
615	0.04838731932
616	0.04826537767
617	0.04794757094
618	0.04776930941
619	0.04756965141
620	0.04742971452
621	0.04737451479
622	0.04725608359
623	0.04720152345
624	0.04698891522
625	0.04675514515
626	0.04670190808
627	0.04658435106
628	0.0465317297
629	0.04641588301
630	0.04611514575
631	0.04593613168
632	0.04573186189
633	0.04548606832
634	0.04528684865
635	0.04509188661
636	0.04483595829
637	0.04460009626
638	0.04436851517
639	0.04418555784
640	0.04401800826
641	0.04385594942
642	0.04377374679
643	0.04353121511
644	0.04344968743
645	0.04336921056
646	0.04312848228
647	0.04304883528
648	0.04297021317
649	0.0427515302
650	0.04253151446
651	0.04235217129
652	0.04214099057
653	0.04199191417
654	0.04191539913
655	0.04168698038
656	0.04141541662
657	0.04124364518
658	0.0411683516
659	0.04096590828
660	0.0408919404
661	0.04067338473
662	0.04060019011
663	0.04052794693
664	0.04036125107
665	0.04020163029
666	0.03994517098
667	0.03987455726
668	0.03971206105
669	0.0395560877
670	0.03931709425
671	0.03907078641
672	0.03900219925
673	0.03884618639
674	0.0387461914
675	0.03867815697
676	0.03857940046
677	0.03839277278
678	0.038167344
679	0.03803019669
680	0.03788197835
681	0.03774838098
682	0.0376544535
683	0.03746608882
684	0.03733695856
685	0.03727026501
686	0.03713075083
687	0.03703951737
688	0.03697368763
689	0.03678283121
690	0.03671755906
691	0.03662593135
692	0.03645609009
693	0.03636784832
694	0.03620178063
695	0.03606368476
696	0.03594306295
697	0.03585755603
698	0.03576384713
699	0.03568456985
700	0.03552368117
701	0.03539026418
702	0.03530730291
703	0.03512357403
704	0.03500849975
705	0.03489623084
706	0.03478668843
707	0.03465656363
708	0.034567325
709	0.03441309285
710	0.03428588798
711	0.03415275227
712	0.03410380528
713	0.03402799122
714	0.03397958118
715	0.0338291225
716	0.03369760556
717	0.03355051876
718	0.03340659683
719	0.03328414386
720	0.03320438826
721	0.03305487869
722	0.03300824906
723	0.03294519188
724	0.03289952136
725	0.03285445679
726	0.03270313891
727	0.0325781937
728	0.03253393009
729	0.03242883575
730	0.03238502963
731	0.03232513359
732	0.0322216298
733	0.03217859584
734	0.03207658456
735	0.03193201156
736	0.03188981258
737	0.03178942144
738	0.03167072275
739	0.03157198652
740	0.03145569521
741	0.03141401543
742	0.03131597749
743	0.03127474824
744	0.03117993608
745	0.03106048128
746	0.03093970087
747	0.03089908671
748	0.03078026838
749	0.03067468094
750	0.03055780528
751	0.03045073404
752	0.03033581178
753	0.03024600403
754	0.03013297871
755	0.03002223087
756	0.02992321087
757	0.0298325716
758	0.02972912573
759	0.02963985879
760	0.0295554588
761	0.02945879109
762	0.02935297868
763	0.02922835421
764	0.02911907416
765	0.02901615292
766	0.02889505594
767	0.02876292688
768	0.02859977375
769	0.02850286043
770	0.02838684878
771	0.02827329159
772	0.02811708629
773	0.02798130721
774	0.02789183837
775	0.02781670658
776	0.02768244147
777	0.02758346404
778	0.02743577122
779	0.02736411648
780	0.02726249728
781	0.02715247124
782	0.02707998653
783	0.02698001362
784	0.02690657228
785	0.02677867255
786	0.02667191719
787	0.02658346147
788	0.02649601258
789	0.0263720049
790	0.02628544605
791	0.02614780434
792	0.02601389744
793	0.02588029611
794	0.02579717701
795	0.02572849111
796	0.0256332357
797	0.02551489677
798	0.02539924944
799	0.02527175261
800	0.02519197163
801	0.02511341238
802	0.02499029145
803	0.02491351099
804	0.02480852028
805	0.02474274923
806	0.02467684189
807	0.02458790058
808	0.02447777286
809	0.02440387791
810	0.02428755725
811	0.02420575608
812	0.02408408578
813	0.0240042834
814	0.02391677308
815	0.02384792812
816	0.02374322414
817	0.02364503502
818	0.02354995503
819	0.02348270435
820	0.02339871233
821	0.02331026138
822	0.02324395673
823	0.02312962787
824	0.02306660624
825	0.02296553295
826	0.02287579496
827	0.0228113127
828	0.02274498061
829	0.02264665101
830	0.02256272838
831	0.02247710433
832	0.02241415516
833	0.02233630751
834	0.02225622094
835	0.02222620912
836	0.02213030863
837	0.02207826641
838	0.0220167458
839	0.0219098924
840	0.02181677778
841	0.02176570351
842	0.02170349444
843	0.0216534652
844	0.02156202225
845	0.02151276569
846	0.02145191473
847	0.02139297945
848	0.02134472982
849	0.02125552937
850	0.02120802239
851	0.02114850193
852	0.02111893926
853	0.02103130606
854	0.02094573921
855	0.02088867125
856	0.020830767
857	0.02077375595
858	0.02072626321
859	0.02068032949
860	0.0206246527
861	0.02055672871
862	0.02047275591
863	0.0203910712
864	0.02033638131
865	0.02028979763
866	0.02024526205
867	0.02018064524
868	0.02012680615
869	0.02008926528
870	0.02000778016
871	0.01997055054
872	0.0198926546
873	0.01984724669
874	0.01974890364
875	0.01968642533
876	0.01962511762
877	0.01956495691
878	0.01948698868
879	0.01944461659
880	0.01934908207
881	0.01929069534
882	0.01923971787
883	0.019198194
884	0.01916258431
885	0.01908909671
886	0.01903234982
887	0.0190051396
888	0.01893365362
889	0.01884009412
890	0.01878490761
891	0.01873550999
892	0.01869526161
893	0.01863508612
894	0.01860846604
895	0.01854937702
896	0.01845849452
897	0.01843474113
898	0.01837679899
899	0.01835330295
900	0.01829632451
901	0.01827308301
902	0.01823582692
903	0.01819923
904	0.01817437327
905	0.01808655245
906	0.01806234654
907	0.01803846486
908	0.01795393337
909	0.01789691266
910	0.01781179052
911	0.0177887203
912	0.01776595944
913	0.01768517235
914	0.01766300396
915	0.01759651124
916	0.01753174075
917	0.01746816638
918	0.01739378691
919	0.01733124548
920	0.01730929773
921	0.0172539626
922	0.01723250223
923	0.01717100038
924	0.01714975883
925	0.01708932399
926	0.01706829948
927	0.01700292219
928	0.01694331157
929	0.01692261035
930	0.01686403186
931	0.01684354246
932	0.01678597779
933	0.01676569854
934	0.01670181856
935	0.01661659328
936	0.01656032745
937	0.01651067379
938	0.01645553889
939	0.01639856989
940	0.01632855313
941	0.01628769746
942	0.01626832211
943	0.01622825467
944	0.01620924062
945	0.01619048226
946	0.01612986676
947	0.01607526556
948	0.01605344147
949	0.01599144575
950	0.01597315942
951	0.01592377163
952	0.01587827667
953	0.01585711193
954	0.01581385961
955	0.0157961004
956	0.01573650292
957	0.0156918296
958	0.01565052729
959	0.01560802695
960	0.01558759473
961	0.0155300606
962	0.0155128664
963	0.01546975455
964	0.01542286878
965	0.01538042465
966	0.01536073244
967	0.01531923129
968	0.01529979754
969	0.01525832201
970	0.01521234777
971	0.01517434023
972	0.01512542264
973	0.01510652887
974	0.01505840261
975	0.01503976666
976	0.01499964031
977	0.01493638365
978	0.01491791153
979	0.01485569616
980	0.01480800514
981	0.0147477652
982	0.01470690391
983	0.01468866178
984	0.01467070824
985	0.01463060084
986	0.01457160438
987	0.01453217233
988	0.01451689834
989	0.01445918778
990	0.01440321637
991	0.01432794889
992	0.01425149475
993	0.01421255007
994	0.01417504759
995	0.01415764868
996	0.01414052573
997	0.01407752915
998	0.01404270198
999	0.0140043144
